,GroupeEtMention,Titre,Date,Nom du contact,orga du contact,Url,Children,Parent,Fcats,BroAndSisters
605, Zone atelier bassin du Rhône,Points de sondage de la CNR sur les secteurs de Péage-de-Roussillon (2005) et de Montélimar (2010-2011),2016-11-21T10:58:10,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[]
606, Zone Atelier Seine,,2020-01-29T09:07:24,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
607, Zone atelier bassin du Rhône,Carte du Haut-Rhône d'Anglefort à Massignieu (1854),2019-08-15T01:15:01,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://ohm-vr.org/'],[],[],[],[]
608, Zone atelier Armorique,"Photographies aériennes géo-référencées -mosaïque- (1974, Pleine Fougère) - Zone Atelier Armorique ZAAr",2022-05-24T14:13:46,"['BRABANT Charlotte', 'RANTIER Yann']",['LETG Rennes UMR 6554 CNRS Université de Rennes 2ECOBIO UMR 6553 CNRS Université de Rennes 1'],[],[],"['https://www.osuris.fr/geoserver/zaar/wms ', 'https://www.osuris.fr/geoserver/zaar/wms ', 'https://www.osuris.fr/geoserver/zaar/wms ', 'https://www.osuris.fr/geoserver/zaar/wms ', 'https://www.osuris.fr/geoserver/zaar/wms ', 'https://www.osuris.fr/geoserver/zaar/wms ', 'https://www.osuris.fr/geoserver/zaar/wms']",[],[]
609, Zone Atelier Seine,,2020-02-04T13:02:06,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
610, Zone atelier Armorique,Modèle Numérique de Terrain à 2 m (2009) - Zone Atelier Armorique ZAAr,2018-06-14T14:43:54,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://letg.univ-nantes.fr/fr/laboratoire/4/membre/190'],[],[],[],[]
611, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2000) - Zone Atelier Armorique ZAAr",2018-06-11T14:55:26,"['ALCALA-JIMENEZ Tamara', 'BRABANT Charlotte', 'RANTIER Yann']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/wfsservice=WFS&version=2.0.0&request=GetFeature&typeName=costel:Vegetation_Layon&outputFormat=SHAPE-ZIP'],[],[],[],[]
612, Zone atelier arc jurassien,"Pollen analysis - Marchamp (F-01), Lac de Cerin (1987)",2017-07-21,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://bsgf.geoscienceworld.org/content/167/4/483Collection: PollenChrono'],[],[],[],[]
613, Zone atelier Armorique,"Suivi des pratiques agricoles (Pleine-Fougères, 2009-2012) - Zone Atelier Armorique ZAAr",2021-03-26T11:45:50,"['Christophe Codet', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],[],[]
614, Zone atelier bassin du Rhône,RhônEco - Donzère-Mondragon 2008-2018 : Suivi scientifique du programme de restauration hydraulique et écologique du Rhône,2019-05-20T11:25:33,['Jean-Michel OLIVIER'],['UMR 5023 - LEHNA'],['http://restaurationrhone.univ-lyon1.fr'],[],[],[],[]
615, Zone atelier Armorique,Limite des mini-réseaux de la ZAAr - Zone Atelier Armorique ZAAr,2018-07-16T12:51:06,['Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/wms/zaar'],[],[],[],[]
616, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, zone C, 1974) - Zone Atelier Armorique ZAAr",2018-06-14T15:26:59,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Ocsol_1974_zoneC&styles=&bbox=359261.65049483076833347.726158321363414.662802991866838282.970603507&width=430&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
617, Zone atelier Pyrénées Garonne,Forêts anciennes des Pyrénées (doi:10.15454/BNEUSM),,['Wilfried Heintz'],"['INRAE, UMR DYNAFOR']","['http://dx.doi.org/10.15454/BNEUSM', 'https://prodinra.inra.fr/record/386328', 'https://prodinra.inra.fr/record/185677', 'https://dynids.toulouse.inra.fr:8444/geoserver/forets_anciennes/owsservice=WMS', 'https://dynids.toulouse.inra.fr:8444/geoserver/forets_anciennes/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=pyrenees', 'https://dynids.toulouse.inra.fr:8444/geoserver/forets_anciennes/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=pyrenees&outputFormat=json', 'https://dynids.toulouse.inra.fr:8444/geoserver/forets_anciennes/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=pyrenees&outputFormat=SHAPE-ZIP', 'https://dynids.toulouse.inra.fr:8444/geoserver/forets_anciennes/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=pyrenees&outputFormat=CSV']",[],[],"['http://147.100.164.43:8080/geonetwork/srv/eng/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=pyrenees_dsd']",[]
618, Zone atelier Alpes,Phénologie des écosystèmes herbacés des Alpes,2019-06-13T16:08:11,"['Virginie GIRARD', 'Philippe CHOLER']","['ZAA', 'LECA']","['https://doi.org/10.1088/1748-9326/aa84bd', 'https://www.biogeosciences.net/12/3885/2015/bg-12-3885-2015.pdf', 'https://mycore.core-cloud.net/index.php/s/o3DrWMicNVNUGz3']",[],[],"['http://leca-bdgis.ujf-grenoble.fr:8080/geonetwork/srv/fre/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=559dbdcb-62de-4345-a1f6-bc45ef6644d2']",[]
619, Zone atelier bassin du Rhône,Suivi des frayères et aloses sur le Rhône et ses affluents,2012-08-09T14:17:15,[],['Association Migrateur Rhône Méditerranée'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
620, Zone atelier Brest Iroise,"Archipel de Molène (Finistère), Île de Balaneg, MNT de 2007",2019-05-13T14:21:06Z,"['Serge Suanez', 'Mathias Rouan']","['UMR6554 LETG CNRS', 'UMR6554 LETG CNRS']",['https://cat.indores.fr/geonetwork/srv/api/records/b97be721-f076-4873-98c6-2e30ece335c3/attachments/MNT_MOLENE_Ile_de_Balaneg.jpg'],[],[],[],[]
621, Zone atelier Pyrénées Garonne,An Unexpectedly Large Count of Trees in the West African Sahara and Sahel - Bassin Arachidier au Sénégal,2022-05-17T17:20:40Z,"['Claudia Lavalley', 'NASA', 'NASA']","['CNRS UMR TETIS', 'NASA ORNL DAAC', 'NASA ORNL DAAC']","['http://idg-tetis.teledetection.fr//data/ArbresAfricainsNASA/BassinArachidierSenegal/BassinArachidienSenegal.zip', 'http://idg-tetis.teledetection.fr//data/ArbresAfricainsNASA/Senegal_BA.gpkg', 'http://idg-tetis.teledetection.fr//tests/ArbresAfricainsNASA/tilemap.gpkg', 'http://193.48.189.79:8080/geoserver/tree_west_africa_nasa/wms/utm_28_tiles', 'http://193.48.189.79:8080/geoserver/tree_west_africa_nasa/wms/utm_29_tiles']",[],[],[],[]
622, Zone atelier Brest Iroise,"Suivi pluri-annuel du trait de côte de d'île de Lez ar Chrizienn (archipel de Molène, Finistère)",2022-07-20T11:19:52Z,['Serge Suanez'],['UMR6554 LETG CNRS'],"['https://geomorphologie.revues.org/11104', 'http://geomorphologie.revues.org/9397', 'https://geodesie.ign.fr/fiches/pdf/2904002.pdf', 'https://www.univ-brest.fr/infoglueDeliverWorking/digitalAssets/97/97908_Stephan-et-al_2020_Penn-ar-Bed.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20050823.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20070217.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20070829.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20080423.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20090408.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20100909.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20110901.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20120902.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20140120.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20140219.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/TDC_LEZA_20140417.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f314c94f-1a46-4a2b-b7fa-1884ec5bd385/attachments/Fiche_pts_calage_Lez-Ar-Chrizienn.pdf']",[],[],[],[]
623, Zone atelier Armorique,"Suivi des pratiques agricoles (Pleine-Fougères, 2009-2012) - Zone Atelier Armorique ZAAr",2021-03-26T12:02:54,"['Christophe Codet', 'Alexandre Joannon', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['http://www.osuris.fr/geonetwork/srv/fre/resources.getuuid=1d363a6b-9349-44ee-826b-e5d5b2c1994d&fname=&access=public'],[],[],[],[]
624, Zone atelier arc jurassien,"Pollen analysis - Oyonnax (F-01), Lac Genin",2017-10-17,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
625, Zone atelier bassin du Rhône,"Photothèque de l'ouvrage ""Le tour des lacs alpins naturels en 80 questions (2015)",2016-05-19T17:58:58,['Anne CLEMENS'],['ZABR'],['http://www.graie.org/zabr/index.htm'],[],[],[],[]
626, Zone atelier bassin du Rhône,Structures verticales des communautés en relation avec les flux de contaminants,2016-12-23T10:00:30,['Pierre MARMONIER'],['UMR 5023 - LEHNA'],['http://www.theses.fr/2003LYO10181'],[],[],[],[]
627, Zone Atelier Seine,,2020-01-28T14:45:33,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
628, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, zone D, 1978) - Zone Atelier Armorique ZAAr",2018-06-14T15:22:39,['Jean Nabucet'],['LETG-Rennes CostelLETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Ocsol_1978_zoneD&styles=&bbox=361964.1054115216840180.624399223366858.483580029576846311.264446233&width=408&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
629, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, zone C, 1952) - Zone Atelier Armorique ZAAr",2018-06-14T15:21:12,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Ocsol_1952_zoneC&styles=&bbox=359261.650494827136833347.726158319363414.66280298836838282.970603512&width=430&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
630, Zone atelier Armorique,"Résaux hydrographiques (baie du Mont Saint-Michel, Marais du Couesnon, 2008) - Zone Atelier Armorique ZAAr",2018-07-09T15:36:26,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
631, Zone Atelier Seine,,2020-02-04T08:20:14,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
632, Zone atelier environnementale urbaine,DONNEE : 1978 – Orthophotographie panchromatique – Eurométropole de Strasbourg,,"['POTEREK Quentin', 'POMPIER Olivier', 'PONTON Julien']","['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRALaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRALaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf'],[],[],[],[]
633, Zone atelier bassin du Rhône,Monitoring Isère en aval de Grenoble (Pont de Veurey) 2011-2012,2016-07-11T18:18:59,['Julien NEMERY'],['LTHE INPG'],['https://tel.archives-ouvertes.fr/tel-01230592/document'],[],[],[],[]
634, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 1974) - Zone Atelier Armorique ZAAr",2018-06-11T15:28:53,"['Alcala-Jimenez Tamara', 'Brabant Charlotte', 'Rantier Yann']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/wfsservice=WFS&version=2.0.0&request=GetFeature&typeName=costel:Vegetation_Layon&outputFormat=SHAPE-ZIP'],[],[],[],[]
635, Zone atelier bassin du Rhône,Instructions de la police de l'eau dans le département des Hautes-Alpes,2012-09-11T12:27:21,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
636, Zone atelier bassin du Rhône,Carte du Haut-Rhône : frontière entre le royaume de France et le duché de Savoie (1831),2024-03-26T19:43:25.051813Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['https://ohm-vallee-du-rhone.fr/', 'https://websig.ens-lyon.fr:3344/webappbuilder/apps/75/', 'https://observatoire-sediments-rhone.fr/']",[],[],[],[]
637, Zone atelier bassin du Rhône,Fascicule Armand des pentes du Rhône en 1910,2016-10-27T11:25:47,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'http://www.graie.org/osr/IMG/pdf/Rapport_de_synthese.pdf', 'http://www.graie.org/osr/IMG/pdf/Atlas_synthese.pdf']",[],[],[],[]
638, Zone atelier Armorique,"Image SPOT (Rennes / Pleine-Fougères, 23/06/2018) - Zone Atelier Armorique ZAAr",2018-07-03T16:21:39,['Thomas Houet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://bretagne.kalideos.fr/drupal/fr/mapshup_page'],[],[],[],[]
639, Zone atelier Pyrénées Garonne,Carte d'occupation des sols des Coteaux de Gascogne de 2009,2017-10-26T15:18:42Z,['Sylvie  LADET'],['INRA'],['http://farmland-biodiversity.org/index.php/fr/'],[],[],[],[]
640, Zone atelier Brest Iroise,"Archipel de Molène (Finistère), Topographie de l’île de Quéménès - Fusion des données LITTO3D® et DGPS, mai 2009",2019-02-14T16:16:45,['Pierre Stéphan'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/4a7d863c-f3ce-4806-ac7c-77f1db57cec3/attachments/BORNE_IGN_2904002.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/4a7d863c-f3ce-4806-ac7c-77f1db57cec3/attachments/SEMIS_KEMENEZ_2009_05_L93.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/4a7d863c-f3ce-4806-ac7c-77f1db57cec3/attachments/MNT_KEMENEZ_2009_05_L93.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/4a7d863c-f3ce-4806-ac7c-77f1db57cec3/attachments/LR_KEMENEZ_2009_05_L93.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/4a7d863c-f3ce-4806-ac7c-77f1db57cec3/attachments/MNT_KEMENEZ_2009_05_L93.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs', 'https://cat.indores.fr/geonetwork/srv/api/records/4a7d863c-f3ce-4806-ac7c-77f1db57cec3/attachments/RAPPORT_KEMENEZ_2009_05.pdf']",[],[],[],[]
641, Zone atelier bassin du Rhône,Points de sondage terrain et calculés sur les marges du RCC de Péage-de-Roussillon (2005-2014),2016-11-22T14:34:42,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'http://www.graie.org/osr/IMG/pdf/rapport_final_osr3_revision210715_drm_vf.pdf']",[],[],[],[]
642, Zone atelier bassin du Rhône,Projection-débat sur les savoirs scientifiques et citoyens autour de la qualité des eaux du Rhône (2016),2023-08-17T14:19:18.169Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2016/28_WEB_fichetype_OHMVR_2017CARPIRHON.pdf']",[],[],[],[]
643, Zone atelier Armorique,"Relevés de coccinelles LANDSCAPHID (sud Ille et Vilaine, 2012) - Zone Atelier Armorique ZAAr",2021-03-26T11:51:06,"['Jacques Baudry', 'Stéphanie Aviron', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],[],[]
644, Zone Atelier Seine,,2020-01-28T12:52:49,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
645, Zone atelier bassin du Rhône,Suivi du déplacement de galets RFID sur l'Ain à Gévrieux (2008-2013),2016-10-19T17:22:24,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/actualites/Ain_actes_avril14.pdf']",[],[],[],[]
646, Zone atelier Armorique,"Relevés de carabes en cultures SEBIOPAG (sud Ille et Vilaine, 2014 - ...) - Zone Atelier Armorique ZAAr",2021-03-26T10:58:49Z,"['Stephanie Aviron', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
647, Zone atelier Brest Iroise,MNT de l’anse du Pédel en 2013,2019-02-07T16:34:17Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/f953b614-d036-4ee5-a89b-0634ac57c212/attachments/PED_2013_02_11.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/f953b614-d036-4ee5-a89b-0634ac57c212/attachments/PED_2013_02_11.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f953b614-d036-4ee5-a89b-0634ac57c212/attachments/LR__pedel_26_02_13.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f953b614-d036-4ee5-a89b-0634ac57c212/attachments/Erreurs_mesures_Pedel.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/f953b614-d036-4ee5-a89b-0634ac57c212/attachments/MNT_PEDEL_2013_02_L93.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
648, Zone atelier Armorique,"Image SPOT (Tri-stéréoscopique) (Rennes / Pleine-Fougères, 07/07/2017) - Zone Atelier Armorique ZAAr",2018-07-03T16:40:48,['HOUET'],['LETG'],['https://bretagne.kalideos.fr/drupal/fr/mapshup_page'],[],[],[],[]
649, Zone atelier arc jurassien,"Pollen analysis - Montperreux (St Point) (F-25), Lac de Saint Point (SP05)",2017-02-08,"['Gauthier, Emilie', 'Murgia, Laurie', 'Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://pufc.univ-fcomte.fr/download/pufc/document/sommaire/sommaire-melanges.pdfCollection: PollenChrono'],[],[],[],[]
650, Zone atelier bassin du Rhône,Tracages sur le bassin versant de la Cèze aval dans ses gorges karstiques depuis 2013,2019-08-21T12:05:58,['Didier GRAILLOT'],['Mines Saint-Etienne - Centre SPIN - GSE'],"['https://cat.indores.fr/geonetwork/srv/api/records/082b8bc5-b569-4b17-ab1d-eb6524520966/attachments/2015-49-Radonceze-Rapport.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/082b8bc5-b569-4b17-ab1d-eb6524520966/attachments/Rapport_ZABR_Cèze_2015-2016_phase3_v3_final.pdf', 'https://tel.archives-ouvertes.fr/tel-01690380']",[],[],[],[]
651, Zone atelier bassin du Rhône,"Bilan sédimentaire holocène de la région valdainaise (Roubion-Jabron, Drôme)",2023-01-30T17:57:01,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'http://journals.sagepub.com/doi/abs/10.1177/0959683614540946', 'http://www.sciencedirect.com/science/article/pii/S2213305415300035', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2012/8_fiche_Berger_Notebaert.pdf']",[],[],[],[]
652, Zone atelier bassin du Rhône,Secteurs de référence de l'Observatoire des Sédiments du Rhône,2016-10-26T08:55:43,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[]
653, Zone atelier Pyrénées Garonne,Diversité des pratiques agricoles et des insectes auxiliaires (carabes) en Ille et Vilaine sud,2017-10-26T15:18:41Z,['Aviron Stéphanie'],['INRA SAD-Paysage'],['http://'],[],[],[],[]
654, Zone atelier Armorique,"Image SPOT 4 (Baie du Mont Saint-Michel, 03/07/2001) - Zone Atelier Armorique ZAAr",2018-06-13T16:57:36,"[""Rémi N'guyen Van""]",['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],"['http://sirius.spotimage.com', 'https://www.osuris.fr/geoserver/costel/wms']",[],[],[],[]
655, Zone atelier Brest Iroise,"Trait de côte - Sillon nord d'Arun, Rosnoën (Finistère)",2019-03-06T09:56:32Z,['Pierre Stephan'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms']",[],[],[],[]
656, Zone atelier bassin du Rhône,Réseau hydrométrique de Franche-Comté,2012-08-07T16:23:48,[],['D.I.R.E.N. de Franche-Comté'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
657, Zone atelier bassin du Rhône,Suivi du déplacement de galets RFID sur l'Ain à Varambon (2005-2012),2019-07-26T11:47:53,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/Prg_Rech/B15/Rapport-B15-2012.pdf']",[],[],[],[]
658, Zone Atelier Seine,,2020-01-29T09:03:55,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
659, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, zone D, 1952) - Zone Atelier Armorique ZAAr",2018-06-13T16:05:13,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Ocsol_1952_zoneD&styles=&bbox=361964.1054115216840180.624399223366858.483580029576846311.264446233&width=408&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
660, Zone atelier Armorique,"Relevés de carabes en céréales (Pleine-Fougères, 2014) - Zone Atelier Armorique ZAAr",2021-03-26T11:57:02,"['Colette Bertrand', 'Jacques Baudry', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
661, Zone atelier environnementale urbaine,DONNEE : Scan historique du secteur de l'île du Rohrschollen - 1838 - Strasbourg,2018-11-16T14:50:28,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-1838_Carte_LIVE_Rohrschollen_L1'],[],[],[],[]
662, Zone atelier bassin du Rhône,Images aériennes thermiques et visibles de la basse vallée de l'Ain (2010-2014),2019-08-02T10:43:01,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/index.htm', 'https://www.researchgate.net/publication/291422953_Effects_of_geomorphology_and_groundwater_level_on_the_spatio-temporal_variability_of_riverine_cold_water_patches_assessed_using_thermal_infrared_TIR_remote_sensing', 'https://www.researchgate.net/publication/278300878_Etude_multi-echelle_de_la_temperature_de_surface_des_cours_d%27eau_par_imagerie_infrarouge_thermique_Exemples_dans_le_bassin_du_Rhone', 'http://www.graie.org/zabr/zabrdoc/Prg_Rech/B15/Rapport-B15-2012.pdf']",[],[],[],[]
663, Zone atelier Brest Iroise,MNT du sillon de Mengleuz en janvier 2004,2019-02-08T09:48:03Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],['https://cat.indores.fr/geonetwork/srv/api/records/38c22c28-c800-4931-8933-d041b11b7540/attachments/Erreurs_mesures_Mengleuz.pdf'],[],[],[],[]
664, Zone atelier bassin du Rhône,Données départementales de la mission interservices de l'eau (MISE) de Saône-et-Loire,2012-09-04T15:15:08,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
665, Zone atelier bassin du Rhône,Réseau de suivi des caulerpes sur la région Provence-Alpes-Côte-d'Azur,2012-08-07T14:40:35,[],['Laboratoire Environnement Marin Littoral - Université de Nice Sophia Antipolis'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
