,Date,location,groupPublished,Org,cl_topic.langfre,keywordType-place.langfre,cl_topic.default,keywordType-place.default,th_external-place-departements.default,th_external-place-departements.langfre,th_external-place-ore.default,th_otherKeywords-place.default,th_otherKeywords-place.langfre,th_external-place-thematiques.default,th_external-place-ore.langfre,th_external-place-thematiques.langfre,resourceTitleObject.default,cl_useConstraints.default,uuid,format,owner,recordOwner,standardNameObject.default,ZAA,ZAAJ,ZAAR,ZAEU,ZAS,ZAM,ZABRI,ZABR,ZAL,ZAPygar,Year,long,lat
1773,2020-01-28 10:17:02+00:00,"{
  ""coordinates"": [
    3.1374554999999997,
    48.330115
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",Yonne: de Courlon à Port-Renard,"Eaux intérieures, Hydrographie",Yonne: de Courlon à Port-Renard,-,-,-,-,-,-,-,-,Yonne : Cours général de l'Yonne d'Auxerre à Montereau (17 feuilles). Feuille 15 / 17 : de Courlon à Port-Renard. Carte de Robillard (1833),-,bbd110f5-c194-4a3d-8682-39dea41625b3,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,3.1374554999999997,48.330115
1774,2020-01-28 10:13:37+00:00,"{
  ""coordinates"": [
    2.6922050000000004,
    48.27277
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie","Chaintreauville, Nemours et Fromonville","Eaux intérieures, Hydrographie","Chaintreauville, Nemours et Fromonville",-,-,-,-,-,-,-,-,"Loing: Plan d'une partie de la rivière vers Nemours, carte de François Jonas Eustache (1821)",-,c4d2de1d-b0c1-4201-aace-bf72b7f94968,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,2.6922050000000004,48.27277
1775,2020-01-28 10:08:50+00:00,"{
  ""coordinates"": [
    2.316955,
    48.33225
  ],
  ""type"": ""Point""
}","zas, all",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie","Partie des rivières de Juine, d'Essonne et de Remard.","Eaux intérieures, Hydrographie","Partie des rivières de Juine, d'Essonne et de Remard.",-,-,-,-,-,-,-,-,"Juine, Essonne, Remard : d'après Cassini, carte topographique de Forget-de-Lève (1757)",-,85a747a5-efdb-4e4b-8afc-40fcb2e8a7b5,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,2.316955,48.33225
1776,2020-01-28 10:04:07+00:00,"{
  ""coordinates"": [
    2.4018300000000004,
    48.672099
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",De Soisy à Juvisy,"Eaux intérieures, Hydrographie",De Soisy à Juvisy,-,-,-,-,-,-,-,-,Seine: Plan de la Seine entre Montereau et Paris (12 feuilles). Feuille 9/12 : de Soisy à Juvisy (1848),-,e8b2d321-1707-4454-8c65-67ef375ead51,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,2.4018300000000004,48.672099
1777,2020-01-28 09:42:43+00:00,"{
  ""coordinates"": [
    3.1504849999999998,
    48.846725
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",Vallée du Grand Morin entre Tréfols et Couilly-Pont-aux-Dames,"Eaux intérieures, Hydrographie",Vallée du Grand Morin entre Tréfols et Couilly-Pont-aux-Dames,-,-,-,-,-,-,-,-,"Grand Morin: L'occupation des sols, carte de Trudaine (1780)",-,e185bcd3-b735-4126-856a-4de502f8b553,esri shapefile,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,3.1504849999999998,48.846725
1778,2020-01-28 09:36:55+00:00,"{
  ""coordinates"": [
    2.41507,
    48.766855
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",Seine: Choisy,"Eaux intérieures, Hydrographie",Seine: Choisy,-,-,-,-,-,-,-,-,"Seine: Le secteur de Choisy, carte de Navier (1810)",-,08c8fa8a-86fa-402c-a01d-71c166efe574,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,2.41507,48.766855
1779,2020-01-28 09:24:12+00:00,"{
  ""coordinates"": [
    3.5239765,
    47.925325
  ],
  ""type"": ""Point""
}","zas, all",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",Yonne: de Raveuse à Bonnard,"Eaux intérieures, Hydrographie",Yonne: de Raveuse à Bonnard,-,-,-,-,-,-,-,-,Yonne : Cours général de l'Yonne d'Auxerre à Montereau (17 feuilles). Feuille 4 / 17 : de Raveuse à Bonnard. Carte de Robillard (1833),-,fc8628ee-1c0b-476c-b4d2-fd9ae6f549c5,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,3.5239765,47.925325
1780,2020-01-28 09:18:57+00:00,"{
  ""coordinates"": [
    2.2259200000000003,
    48.916525
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",Seine: secteur de Bezons.,"Eaux intérieures, Hydrographie",Seine: secteur de Bezons.,-,-,-,-,-,-,-,-,"Seine: Le secteur de Bezons, carte de Vuillaume (1899)",-,8b1ae1ad-604d-46a6-a56b-18b209da197e,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,2.2259200000000003,48.916525
1781,2020-01-28 08:52:33+00:00,"{
  ""coordinates"": [
    2.103725,
    48.944625
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",Du Pecq à Poissy,"Eaux intérieures, Hydrographie",Du Pecq à Poissy,-,-,-,-,-,-,-,-,"Seine: Cours de la Seine du Pecq à Poissy, carte de Philippe Buache (18ème siècle)",-,02aec5fa-979a-4e63-9f9e-9180c4a20280,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,2.103725,48.944625
1782,2020-01-28 08:46:52+00:00,"{
  ""coordinates"": [
    2.94475,
    48.47721
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",Le bassin versant de la Seine,"Eaux intérieures, Hydrographie",Le bassin versant de la Seine,-,-,-,-,-,-,-,-,Seine: Les étangs de la carte de Cassini sur le bassin versant de la Seine (fin 18ème - début 19ème),-,65092007-e001-44c4-8d67-11147d9bdb26,esri shapefile,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,2.94475,48.47721
1783,2020-01-27 13:57:27+00:00,-,"Dynafor, all",inrae,-,-,-,-,-,-,-,-,-,-,-,-,Forêts anciennes des Pyrénées (doi:10.15454/BNEUSM),Licence,pyrenees,non renseigné,102,Wilfried Heintz,ISO 19115:2003/19139,,,,,,,,,,,2020,0.0,0.0
1784,2020-01-24 14:26:59+00:00,"{
  ""coordinates"": [
    3.2828239999999997,
    48.115095
  ],
  ""type"": ""Point""
}","all, zas",umr 7619 metis sorbonne université,"Eaux intérieures, Hydrographie",France,"Eaux intérieures, Hydrographie",France,-,-,-,-,-,-,-,-,Yonne : Cours général de l'Yonne d'Auxerre à Montereau (17 feuilles). Feuille 10 / 17 : de Villeneuve-le-Roy à Étigny. Carte de Robillard (1833),-,1ddad58d-a687-41e0-89ff-e4ddc9abe16f,geotiff,104,Mathias Rouan,ISO 19115:2003/19139,,,,,1,,,,,,2020,3.2828239999999997,48.115095
1785,2020-01-23 14:12:22+00:00,"{
  ""coordinates"": [
    0.8604425,
    43.274065
  ],
  ""type"": ""Point""
}","all, Dynafor",non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,Enquêtes auprès d'agriculteurs sur les coteaux de Gascogne sur les trajectoires d'exploitations agricoles réalisées en 2019,License,Dossier_2019_EnquêtesPolitiques_COTERRA,non renseigné,102,Wilfried Heintz,ISO 19115:2003/19139,,,,,,,,,,,2020,0.8604425,43.274065
1786,2020-01-15 17:40:01+00:00,"{
  ""coordinates"": [
    -4.1282250000000005,
    47.944858499999995
  ],
  ""type"": ""Point""
}",all,umr 1069 sas inra - agrocampus ouest,Altimétrie,"France, France",Altimétrie,"France, France",-,-,-,-,-,-,-,-,MNT à 5 mètres de résolution (Litto3D®) de Kerbernez,Licence,3d63592c-7688-4ef6-a769-be378e2dc434,geotiff,101,Amandine Henon,ISO 19115,,,,,,,,,,,2020,-4.1282250000000005,47.944858499999995
1787,2020-01-06 15:54:44+00:00,"{
  ""coordinates"": [
    -3.2653175,
    47.923427000000004
  ],
  ""type"": ""Point""
}",all,umr 1069 sas inra - agrocampus ouest,Agriculture,Bretagne,Agriculture,Bretagne,-,-,-,Bretagne,Bretagne,-,-,-,Projet Mh - Données des parcelles (Bretagne),Licence,58b5cb60-80b3-4101-a968-0f1a4327863c,esri shapefile,101,Amandine Henon,ISO 19115,,,,,,,,,,,2020,-3.2653175,47.923427000000004
1788,2019-12-20 11:34:02+00:00,"{
  ""coordinates"": [
    -1.245339,
    48.592483
  ],
  ""type"": ""Point""
}",all,umr 1069 sas inra - agrocampus ouest,Limites politiques et administratives,"﻿ORE Petits Fleuves Côtiers, Sélune",Limites politiques et administratives,"﻿ORE Petits Fleuves Côtiers, Sélune",-,-,-,-,-,-,-,-,Bathymétrie LIDAR-retenue de la Roche qui Boit (M.N.T) - Programme Sélune,Licence,09258fa0-291c-47fd-82c0-604c4f955c4a,geotiff,101,Amandine Henon,ISO 19115:2003/19139,,,,,,,,,,,2019,-1.245339,48.592483
1789,2019-12-11 09:23:32+00:00,"{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Normandie, NORMANDIE","Sciences de la terre, géosciences","France, Normandie, NORMANDIE",-,-,-,-,-,-,-,-,"MNT- Levé LIDAR des Vaches Noires-partie ouest, Auberville ( Calvados) - 27 juin 2019",Droit de propriété intellectuelle / Droit patrimonial,5d9c73cd-a315-4c58-9e3e-c1ed03d55aa0,geotiff,101,Amandine Henon,ISO 19115,,,,,,,,,,,2019,-0.0219155,49.304414
1790,2019-12-11 09:13:24+00:00,"{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Normandie, NORMANDIE","Sciences de la terre, géosciences","France, Normandie, NORMANDIE",-,-,-,-,-,-,-,-,"MNT- Levé LIDAR des Vaches Noires, Auberville ( Calvados) - 19 novembre 2019",Droit de propriété intellectuelle / Droit patrimonial,046aeeac-b439-4038-95d2-cce6415be483,geotiff,101,Amandine Henon,ISO 19115,,,,,,,,,,,2019,-0.0219155,49.304414
1791,2019-11-22 11:44:38+00:00,"{
  ""coordinates"": [
    -56.7773435,
    60.481512
  ],
  ""type"": ""Point""
}",all,ecobio umr 6553,"Environnement, Climatologie, météorologie, atmosphère, Carte de référence de la couverture terrestre, Société, Biologie, faune et flore, Sciences de la terre, géosciences",Arctique,"Environnement, Climatologie, météorologie, atmosphère, Carte de référence de la couverture terrestre, Société, Biologie, faune et flore, Sciences de la terre, géosciences",Arctique,-,-,-,Arctique,Arctique,-,-,-,InterArctic-Enchainec,Restreint,547403ee-4cf7-40eb-8fb2-bd797307bb70,pdf,101,Amandine Henon,ISO 19115:2003/19139,,,,,,,,,,,2019,-56.7773435,60.481512
1792,2019-11-15 11:23:28+00:00,"{
  ""coordinates"": [
    -61.733917,
    15.996990499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Basse-Terre en 1950,Droit de propriété intellectuelle / Droit patrimonial,61076378-08cd-4e53-9ab5-726598c3b2f9,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.733917,15.996990499999999
1793,2019-11-04 15:57:38+00:00,"{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Normandie, NORMANDIE","Sciences de la terre, géosciences","France, Normandie, NORMANDIE",-,-,-,-,-,-,-,-,"MNT- Levé LIDAR des Vaches Noires, Auberville ( Calvados) - 12 juin 2019",Droit de propriété intellectuelle / Droit patrimonial,157758ba-05b3-4d40-8958-95efe15a8938,geotiff,101,Amandine Henon,ISO 19115,,,,,,,,,,,2019,-0.0219155,49.304414
1794,2019-10-21 12:56:20+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aérienne 1984 Basse-Terre,Droit de propriété intellectuelle / Droit patrimonial,09b6a194-4e73-4902-8d96-433ce7a19629,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1795,2019-10-21 12:56:20+00:00,"{
  ""coordinates"": [
    -61.538715499999995,
    16.231320500000002
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aériennes 1969 Pointe-à-Pitre,Droit de propriété intellectuelle / Droit patrimonial,252e5caf-4f7a-4f42-9918-f99982eb5021,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.538715499999995,16.231320500000002
1796,2019-10-21 12:56:20+00:00,"{
  ""coordinates"": [
    -61.335436,
    15.939923499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Folle-Anse (Marie-Galante) en 1988,Droit de propriété intellectuelle / Droit patrimonial,3d6e3fc6-9978-408e-add7-2f3f63e0439b,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.335436,15.939923499999999
1797,2019-10-21 12:56:19+00:00,"{
  ""coordinates"": [
    -61.335436,
    15.939923499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, France, North America, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, France, North America, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Folle-Anse (Marie-Galante) en 1993,Droit de propriété intellectuelle / Droit patrimonial,dbbf85cf-36dc-42cb-af1c-c83a3aab164d,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.335436,15.939923499999999
1798,2019-10-21 12:56:19+00:00,"{
  ""coordinates"": [
    -61.73288599999999,
    15.995882
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,"Infrastructures de transport, Océans, Environnement",France,"Infrastructures de transport, Océans, Environnement",France,-,-,-,-,-,-,-,-,Emprise portuaire Basse-Terre (Guadeloupe) 1950-2013,Droit de propriété intellectuelle / Droit patrimonial,9bdd857b-ba43-4c41-ad5f-302a76c388de,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.73288599999999,15.995882
1799,2019-10-21 12:56:19+00:00,"{
  ""coordinates"": [
    -61.335436,
    15.939923499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Folle-Anse (Marie-Galante) en 1982,Droit de propriété intellectuelle / Droit patrimonial,61dc7c2f-240b-454a-b323-4ec7153fb0c0,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.335436,15.939923499999999
1800,2019-10-21 12:56:18+00:00,"{
  ""coordinates"": [
    -61.535279,
    16.233959499999997
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Pointe-à-Pitre, France, North America, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Pointe-à-Pitre, France, North America, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Pointe-à-Pitre,Pointe-à-Pitre,-,-,-,Bati portuaire de Pointe-à-Pitre en 1950,Droit de propriété intellectuelle / Droit patrimonial,e4886c82-e193-4df7-afe5-2b75c02cee60,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.535279,16.233959499999997
1801,2019-10-21 12:56:18+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aérienne 1993 Basse-Terre,Droit de propriété intellectuelle / Droit patrimonial,0c25bb30-bde2-4948-ad25-0aac714b0a6c,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1802,2019-10-21 12:56:18+00:00,"{
  ""coordinates"": [
    -61.538715499999995,
    16.231320500000002
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aériennes 1956 Pointe-à-Pitre,Droit de propriété intellectuelle / Droit patrimonial,4d625ba9-7f27-4a60-ba4b-f1d0f56fba60,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.538715499999995,16.231320500000002
1803,2019-10-21 12:56:18+00:00,"{
  ""coordinates"": [
    -61.33652,
    15.940883
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,"Infrastructures de transport, Océans, Environnement",France,"Infrastructures de transport, Océans, Environnement",France,-,-,-,-,-,-,-,-,Emprise portuaire port de Folle-Anse (Marie-Galante-Guadeloupe) 1969-2013,Droit de propriété intellectuelle / Droit patrimonial,d84e6ccd-04ba-4163-834d-b29c136ef04a,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.33652,15.940883
1804,2019-10-21 12:56:17+00:00,"{
  ""coordinates"": [
    -61.541746,
    16.229622
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Pointe-à-Pitre, France, North America, Guadeloupe, Guadeloupe, France, Guadeloupe",Infrastructures de transport,"Pointe-à-Pitre, France, North America, Guadeloupe, Guadeloupe, France, Guadeloupe",-,-,-,Pointe-à-Pitre,Pointe-à-Pitre,-,-,-,Bâti portuaire de Pointe-à-Pitre en 1992,Droit de propriété intellectuelle / Droit patrimonial,fef02cf1-6a68-4fa2-9470-28952952e289,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.541746,16.229622
1805,2019-10-21 12:56:17+00:00,"{
  ""coordinates"": [
    -61.733917,
    15.996990499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, France, North America, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, France, North America, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Basse-Terre en 1969,Droit de propriété intellectuelle / Droit patrimonial,e947a5e2-49ba-40b6-bf56-34c94d280989,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.733917,15.996990499999999
1806,2019-10-21 12:56:17+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aériennes 1950 Basse-Terre,Droit de propriété intellectuelle / Droit patrimonial,e53214ff-d88e-4a80-9da7-1b654071ee1e,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1807,2019-10-21 12:56:17+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aérienne 1982 Folle-Anse (Marie-Galante),Droit de propriété intellectuelle / Droit patrimonial,69a771d3-8510-450e-b418-3cec15ac06eb,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1808,2019-10-21 12:56:16+00:00,"{
  ""coordinates"": [
    -61.733917,
    15.996990499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Basse-Terre en 1963,Droit de propriété intellectuelle / Droit patrimonial,b23c20ae-c708-4310-99a0-2a762cb4e9df,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.733917,15.996990499999999
1809,2019-10-21 12:56:16+00:00,"{
  ""coordinates"": [
    -61.733917,
    15.996990499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Basse-Terre en 2017,Droit de propriété intellectuelle / Droit patrimonial,0c802acb-4add-42bc-94f0-7127b7f6df0a,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.733917,15.996990499999999
1810,2019-10-21 12:56:16+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aériennes 1955 Basse-Terre,Droit de propriété intellectuelle / Droit patrimonial,c8778a34-bbdf-44c7-90d2-a39b414df2cd,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1811,2019-10-21 12:56:15+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aériennes 1979 Pointe-à-Pitre,Droit de propriété intellectuelle / Droit patrimonial,b3d53083-383a-4339-b7c3-df367e691860,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1812,2019-10-21 12:56:15+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, GUADELOUPE",Carte de référence de la couverture terrestre,"France, GUADELOUPE",-,-,-,-,-,-,-,-,Photographies aérienne 1988 Folle-Anse (Marie-Galante),Droit de propriété intellectuelle / Droit patrimonial,19fbbdbf-3665-4430-a4e9-567167ae8ac2,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1813,2019-10-21 12:56:15+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aérienne 1969 Basse-Terre,Droit de propriété intellectuelle / Droit patrimonial,5cfa3216-0f31-42c9-a1fe-91fcb443397e,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1814,2019-10-21 12:56:15+00:00,"{
  ""coordinates"": [
    -61.733917,
    15.996990499999999
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",Infrastructures de transport,"Basse-Terre, North America, France, Guadeloupe, France, Guadeloupe, Guadeloupe",-,-,-,Basse-Terre,Basse-Terre,-,-,-,Bati portuaire de Basse-Terre en 1993,Droit de propriété intellectuelle / Droit patrimonial,7ab249b2-2b3d-4a69-b5c9-33c502b5cdaf,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.733917,15.996990499999999
1815,2019-10-21 12:56:14+00:00,"{
  ""coordinates"": [
    -61.539059,
    16.231238500000003
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Carte de référence de la couverture terrestre,France,Carte de référence de la couverture terrestre,France,-,-,-,-,-,-,-,-,Photographies aérienne 1969 Folle-Anse (Marie-Galante),Droit de propriété intellectuelle / Droit patrimonial,aeb8ac74-cb32-4c8a-8f3f-692c18ef3123,geotiff,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.539059,16.231238500000003
1816,2019-10-21 12:56:14+00:00,"{
  ""coordinates"": [
    -61.536198999999996,
    16.227992999999998
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Pointe-à-Pitre, France, North America, Guadeloupe, Guadeloupe, France, Guadeloupe",Infrastructures de transport,"Pointe-à-Pitre, France, North America, Guadeloupe, Guadeloupe, France, Guadeloupe",-,-,-,Pointe-à-Pitre,Pointe-à-Pitre,-,-,-,Bâti portuaire de Pointe-à-Pitre en 1979,Droit de propriété intellectuelle / Droit patrimonial,3d9ee0d1-fdcc-4fa4-abbb-28f39068cc8c,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.536198999999996,16.227992999999998
1817,2019-10-21 12:56:14+00:00,"{
  ""coordinates"": [
    -61.536796499999994,
    16.228883
  ],
  ""type"": ""Point""
}","all, driihm",umr6554 letg cnrs,Infrastructures de transport,"Pointe-à-Pitre, North America, France, Guadeloupe, Guadeloupe, France, Guadeloupe",Infrastructures de transport,"Pointe-à-Pitre, North America, France, Guadeloupe, Guadeloupe, France, Guadeloupe",-,-,-,Pointe-à-Pitre,Pointe-à-Pitre,-,-,-,Bâti portuaire de Pointe-à-Pitre en 1984,Droit de propriété intellectuelle / Droit patrimonial,6e7f9019-ba16-4f56-99d2-84a8eddef991,esri shapefile,103,Mathieu Massaviol,ISO 19115,,,,,,,,,,,2019,-61.536796499999994,16.228883
