createDate,location,groupPublished,Org,format,uuid,"resourceTitleObject.default",recordOwner,"cl_status.default","cl_topic.default","cl_accessConstraints.default","cl_hierarchyLevel.default","keywordType-.default","keywordType-discipline.default","keywordType-location.default","keywordType-place.default","keywordType-stratum.default","keywordType-temporal.default","keywordType-theme.default","otherKeywords-theme.default","th_AGROVOC.default","th_anaee-france_locations.default","th_anaeeThes.default","th_Autre.default","th_Biodiversite_tree.default","th_Biodiversite.default","th_Continentscountriessearegionsoftheworld.default","th_envthes.default","th_ENVTHES.default","th_external-place-departements.default","th_external-place-ore.default","th_external-place-thematiques.default","th_external-theme-gemet.default","th_gemet_tree.default","th_gemet.default","th_GEMETinspirethemes-version1-0.default","th_geobretagne.default","th_Groupthemes.default","th_httpinspireeceuropaeuapplicationschema-applicationschema.default","th_httpinspireeceuropaeutheme-theme_tree.default","th_httpinspireeceuropaeutheme-theme.default","th_inspire-service-taxonomy.default","th_INSPIRE.default","th_INSPIREthemes.default","th_loterre-BHL.default","th_OPENDATA.default","th_otherKeywords-.default","th_otherKeywords-discipline.default","th_otherKeywords-place.default","th_otherKeywords-stratum.default","th_otherKeywords-temporal.default","th_otherKeywords-theme.default","th_prodige.default","th_RegionFR_2017_tree.default","th_RegionFR_2017.default","th_RegionFR.default","th_regions_tree.default","th_regions.default","th_reseaudeszonesateliers.default","th_rza.default"
"Nov 16, 2020 @ 13:29:43.000","{
  ""coordinates"": [
    -2.58207,
    48.470273500000005
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","32641393-55bf-4ea3-af7b-a12bded3ae36","Sols de Bretagne - Saint-Brieuc : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Saint-Brieuc, Emprise","-","-","Bretagne, Sols, Bretagne, Côte d'Armor, Saint-Brieuc, Pédologie, Saint-Brieuc","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Saint-Brieuc, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:26:33.000","{
  ""coordinates"": [
    -4.85633,
    48.037782500000006
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","cf37ae85-ae84-48e3-9f55-c8fede949945","Sols de Bretagne - Île-de-Sein : Carte des sols au 1/10000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Île-de-Sein, Sein, Emprise","-","-","Bretagne, Sols, Bretagne, Finistère, Sein, Pédologie, Île-de-Sein","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Île-de-Sein, Sein, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:22:28.000","{
  ""coordinates"": [
    -2.391185,
    47.771257000000006
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","7299f92e-7138-4946-9a6f-f25806792ff2","Sols de Bretagne - Pleucadeuc : Carte des sols au 1/10000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Pleucadeuc, Emprise","-","-","Bretagne, Sols, Bretagne, Morbihan, Pleucadeuc, Pédologie, Pleucadeuc","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Pleucadeuc, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:18:33.000","{
  ""coordinates"": [
    -3.78512,
    48.666883
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","9b68e84a-54c3-4746-ae96-fa92e156179a","Sols de Bretagne - Plestin-les-Grèves : Carte des sols au 1/50000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Plestin-les-Grèves, Plestin, Emprise","-","-","Bretagne, Sols, Bretagne, Finistère, Plestin-les-Grèves, Pédologie, Plestin-les-Grèves","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Plestin-les-Grèves, Plestin, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:12:00.000","{
  ""coordinates"": [
    -4.48074,
    48.512498
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","448f6b3a-deb4-4ef8-ae55-9dde2b2f0ee5","Sols de Bretagne - Plabennec : Carte des sols au 1/50000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Plabennec, Emprise","-","-","Bretagne, Sols, Bretagne, Finistère, Plabennec, Pédologie, Plabennec","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Plabennec, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:09:27.000","{
  ""coordinates"": [
    -4.960255,
    48.3956015
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","5e5cfb89-6ea4-4450-8d50-5a6054521b42","Sols de Bretagne - Molène : Carte des sols au 1/18000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Molène, Emprise","-","-","Bretagne, Sols, Bretagne, Finistère, Molène, Pédologie, Molène","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Molène, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:05:44.000","{
  ""coordinates"": [
    -2.04557,
    47.6522065
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","bdf641ad-28a9-4a8a-a8ba-b32dfb062fbf","Sols de Bretagne - Marais de Redon : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Marais de Redon, Redon, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Redon, Pédologie, Marais de Redon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Marais de Redon, Redon, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:02:41.000","{
  ""coordinates"": [
    -1.29321,
    48.4869465
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","43e3d4f2-0ffd-4c52-9aeb-213c9293ea42","Sols de Bretagne - Le Ferré : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Le Ferré, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Le Ferré, Pédologie, Le Ferré","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Le Ferré, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 13:00:04.000","{
  ""coordinates"": [
    -4.13079,
    48.532011999999995
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","ba8e817c-2d8a-4d96-a782-93b0ddfca0fa","Sols de Bretagne - Landerneau : Carte des sols au 1/50000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Landerneau, Emprise","-","-","Bretagne, Sols, Bretagne, Finistère, Landerneau, Pédologie, Landerneau","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Landerneau, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:57:38.000","{
  ""coordinates"": [
    -1.8036150000000002,
    47.8791655
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","7b71fe4b-ffcb-4c4b-a1b3-4174d84882e8","Sols de Bretagne - Janzé : Carte des sols au 1/100000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Janzé, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Janzé, Pédologie, Janzé","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Janzé, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:55:54.000","{
  ""coordinates"": [
    -1.62435,
    47.970060000000004
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","ede0192f-08fb-4dda-89a2-345c13495ef2","Sols de Bretagne - Janzé : Carte des sols au 1/50000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Janzé, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Janzé, Pédologie, Janzé","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Janzé, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:50:34.000","{
  ""coordinates"": [
    -2.790615,
    47.574222
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","a166fa5c-9d0b-4485-89c5-2faf6f8462e7","Sols de Bretagne - Ilur : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Ilur, Emprise","-","-","Bretagne, Sols, Bretagne, Morbihan, Ilur, Pédologie, Ilur","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Ilur, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:42:18.000","{
  ""coordinates"": [
    -2.966945,
    47.3871685
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","2dab0aaa-8e16-41a3-a5ac-4ebd95723229","Sols de Bretagne - Île-d'Houat : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Île-d'Houat, Houat, Emprise","-","-","Bretagne, Sols, Bretagne, Morbihan, Île-d'Houat, Pédologie, Île-d'Houat","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Île-d'Houat, Houat, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:39:15.000","{
  ""coordinates"": [
    -3.46514,
    47.636892
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","fbccbeb1-311d-4563-8083-6f93d6fdc52e","Sols de Bretagne - Groix : Carte des sols au 1/20000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Groix, Emprise","-","-","Bretagne, Sols, Bretagne, Morbihan, Groix, Pédologie, île de Groix","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Groix, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:39:03.000","{
  ""coordinates"": [
    -2.875935,
    47.3398615
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","fcfc242f-daec-4e54-b7bd-14efd75aa4db","Sols de Bretagne - Hoedic : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Hoedic, Emprise","-","-","Bretagne, Sols, Bretagne, Morbihan, Hoedic, Pédologie, Hoedic","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Hoedic, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:34:49.000","{
  ""coordinates"": [
    -1.26343,
    47.969919000000004
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","6e57186d-f123-4c8e-be69-359d2985f7d5","Sols de Bretagne - Guerche : Carte des sols au 1/50000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Guerche, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Guerche, Pédologie, Guerche","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Guerche, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:32:57.000","{
  ""coordinates"": [
    -1.62216,
    47.970115
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","730f0d6a-1421-4c20-9939-97c7ac1e1835","Sols de Bretagne - Guerche : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Guerche, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Guerche, Pédologie, Guerche","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Guerche, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:25:32.000","{
  ""coordinates"": [
    -1.500475,
    48.2960745
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","a96cdee4-d907-46da-98c0-8f114573b1ea","Sols de Bretagne - Gahard : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Gahard, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Gahard, Pédologie, Gahard","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Gahard, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:18:39.000","{
  ""coordinates"": [
    -1.7220849999999999,
    48.1842005
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","3c469fbe-b7be-46ec-b329-588090a1cbab","Sols de Bretagne - La Chapelle-des-Fougeretz : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, La Chapelle-des-Fougeretz, Fougeretz, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, La Chapelle-des-Fougeretz, Pédologie, La Chapelle-des-Fougeretz","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, La Chapelle-des-Fougeretz, Fougeretz, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:14:49.000","{
  ""coordinates"": [
    -3.768195,
    47.8247975
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","3439c8ca-7cfc-4942-b90e-8b7760f18ae3","Sols de Bretagne - Concarneau : Carte des sols au 1/50000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Concarneau, Emprise","-","-","Bretagne, Sols, Bretagne, Finistère, Concarneau, Pédologie, Concarneau","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Concarneau, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:06:23.000","{
  ""coordinates"": [
    -2.17617,
    47.844458
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","8e5a69e8-a61c-48e6-8f06-45846b2b9cf0","Sols de Bretagne - Forêt de la Bourdonnaie : Carte des sols au 1/5000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Bourdonnaie, Emprise","-","-","Bretagne, Sols, Bretagne, Morbihan, Bourdonnaie, Pédologie, Forêt de la Bourdonnaie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Bourdonnaie, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:06:03.000","{
  ""coordinates"": [
    -3.1602550000000003,
    47.333943000000005
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","1f52ccef-1a41-4a6f-9d2e-2ffbb8789431","Sols de Bretagne - Belle-Île-en-Mer : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Belle-Île-en-Mer, Emprise","-","-","Bretagne, Sols, Bretagne, Morbihan, Belle-Île-en-Mer, Pédologie, Belle-Île-en-Mer","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Belle-Île-en-Mer, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:05:39.000","{
  ""coordinates"": [
    -2.80127,
    47.592028
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","38d64329-e8b6-4d58-9eac-515c4215272c","Sols de Bretagne - Batz : Carte des sols au 1/10000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Batz, Emprise","-","-","Bretagne, Sols, Bretagne, Finistère, Batz, Pédologie, Batz","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Batz, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:04:58.000","{
  ""coordinates"": [
    -1.6224150000000002,
    47.7895565
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes Angers","-","ae61ba3a-10c1-4604-93ae-b41481990801","Sols de Bretagne - Bain-de-Bretagne : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Bain-de-Bretagne, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Bain-de-Bretagne, Pédologie, Bain-de-Bretagne","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Bain-de-Bretagne, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 16, 2020 @ 12:04:08.000","{
  ""coordinates"": [
    -1.72884,
    47.9362835
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","d545e5bf-0dca-4f6f-ae7b-ce9f49d6b574","Sols de Bretagne - Bourg-des-Comptes : Carte des sols au 1/25000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Bourg-des-Comptes, Emprise","-","-","Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Bourg-des-Comptes, Pédologie, Bourg-des-Comptes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Bourg-des-Comptes, Emprise","-",Bretagne,"-","-","-","-","-","-","-","-","-","-","-"
"Nov 10, 2020 @ 17:21:18.000","{
  ""coordinates"": [
    69.361977,
    -49.2310565
  ],
  ""type"": ""Point""
}",all,"ECOBIO UMR 6553 CNRS Université de Rennes 1, ECOBIO UMR 6553 CNRS Université de Rennes 1, ECOBIO UMR 6553 CNRS Université de Rennes 1","ESRI Shapefile","7528fbbb-e1ac-4db2-a179-f20d3f03ff83","Variabilité des traits et de l'environnement stationnel et édaphique chez la plante subantarctique Lyallia kerguelensis (Iles Kerguelen 2015-2019, IPEV PlantEvol)","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-","Zone Atelier Antarctique ZATA","-","-","données ouvertes, morphométrie, environnement, Lyallia kerguelensis, Répartition des espèces, Régions biogéographiques, donnée environnementale, environnement","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","donnée environnementale, environnement","-","-","-","-","-","Répartition des espèces, Régions biogéographiques","-","-","-","-","-","-","-","Zone Atelier Antarctique ZATA","-","-","données ouvertes, morphométrie, environnement, Lyallia kerguelensis","-","-","-","-","-","-","-","-"
"Nov 6, 2020 @ 12:31:19.000","{
  ""coordinates"": [
    -2.829005,
    48.001073
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRAE - L'Institut Agro Rennes-Angers","-","9c518038-57a9-4d21-a345-ccf65e7022e0","Sols de Bretagne - Carte des sols de Naizin au 1/10000","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","données ouvertes","-","-","Bretagne, Sols, Bretagne, Morbihan, Naizin, Pédologie, Naizin","-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Naizin","-","-","-","-","-","-","-","-","-","-","-","-","Pédologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","données ouvertes","-",Bretagne,"-","-","Sols de Bretagne, sol, pédologie, carte pédologique, IGCS, Inventaire, Gestion et Conservation des Sols, Secteur de référence, Naizin","-","-","-","-","-","-","-","-"
